Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2
0.889628,0.456685,-0.000323401,19.4579,2.58984,16.2272
0.821132,0.547372,0.161635,19.0948,3.1008,17.2185
0.986824,0.143869,0.0740306,20.8956,-2.17719,16.2442
0.967386,0.246935,0.0564573,20.7567,-1.39516,15.3541
0.979936,0.199155,0.00790176,20.674,-1.17467,16.4115
0.6769,0.734642,0.0459188,17.546,5.11544,16.3169
0.719746,0.689936,-0.0771662,17.9148,4.73311,15.4618
0.420826,0.901459,0.101375,11.5455,9.21777,12.3368
0.434252,0.89575,0.095168,12.3708,8.80255,12.5933
0.433865,0.899629,0.0492909,12.0005,9.11495,11.5689
0.2476,0.962418,-0.111564,5.41809,11.516,12.6596
0.247231,0.968609,-0.0259569,6.18875,11.3611,13.3449
0.206732,0.972571,-0.106619,6.3026,11.2894,12.4023
0.0729773,0.490129,0.86859,4.33169,9.12419,20.2263
-0.574946,0.454192,0.680549,-3.53436,9.08114,18.4722
-0.71863,0.447839,0.531988,-3.92586,9.69127,17.6304
-0.677304,0.55421,0.48385,-4.33519,8.63554,17.8248
0.239279,0.935657,-0.259406,3.07664,11.8481,11.2651
0.212601,0.961245,-0.175523,3.48336,11.4537,10.2792
0.249064,0.943662,-0.217873,2.48585,11.7271,10.4086
0.117453,0.905302,0.408208,2.12323,11.8336,17.6322
0.185043,0.943901,0.273514,2.72411,12.1014,16.6649
-0.387913,0.868233,-0.309347,-1.42954,11.9705,10.2454
-0.368558,0.854494,-0.366067,-1.19325,11.5478,9.06262
-0.551652,0.762322,-0.338444,-2.11907,11.267,9.59152
-0.887969,0.432079,0.157542,-5.23549,9.22788,14.984
-0.85289,0.457607,0.251343,-5.19637,8.78238,15.9335
0.0513949,0.925644,-0.37489,-11.0764,6.44219,14.483
0.0564036,0.900886,-0.430376,-10.7248,6.07997,13.7918
0.0545303,0.900432,-0.431565,-11.7784,6.10166,13.6574
-0.692186,0.594347,-0.409426,-20.1944,2.35013,13.9035
-0.642005,0.60669,-0.468782,-19.646,2.29086,12.9823
-0.419192,0.571482,-0.705468,-16.2621,2.99861,10.7792
-0.386726,0.574696,-0.721226,-15.9564,2.24194,10.0142
-0.445676,0.551545,-0.705104,-16.8859,2.35521,10.6552
-0.676559,0.31884,-0.663784,-20.2399,0.0370354,11.5835
-0.0220451,0.946519,-0.321893,-12.2491,6.49164,14.4856
-0.00740303,0.973641,-0.227964,-11.5509,6.72279,15.3172
-0.429539,0.123393,-0.894578,-17.2988,-2.87925,8.16292
-0.422616,0.23868,-0.874315,-17.0221,-1.77173,8.30462
-0.321537,0.142788,-0.936069,-16.3138,-2.56869,7.85242
-0.289279,0.565687,-0.772215,-15.2102,1.67524,9.19652
-0.53475,0.402374,-0.74306,-17.5388,-0.182663,9.20422
-0.441841,0.323982,-0.836548,-16.9451,-0.642227,8.62042
-0.544963,0.284575,-0.78869,-17.7855,-1.3033,8.90462
-0.11073,-0.777653,-0.618866,-12.9687,-13.1079,10.6995
-0.173038,-0.749161,-0.639387,-12.1903,-12.6262,9.97422
-0.138201,-0.817543,-0.559038,-11.801,-13.3274,10.8823
0.0832371,-0.9953,0.0495,-13.4985,-15.4299,17.9443
-0.0063479,-0.999638,-0.0261481,-14.4344,-15.4829,17.572
0.0197658,-0.994537,-0.102499,-13.7619,-15.3786,16.8862
0.187259,-0.982026,0.0236401,-8.83931,-14.8012,16.6962
0.0831055,-0.994122,0.0693919,-8.65379,-14.7043,17.6796
0.284033,-0.954216,0.0937935,-9.67716,-14.9848,17.5536
-0.0811658,-0.993884,-0.0748843,-7.86579,-14.7399,14.882
0.0201324,-0.99831,-0.0545084,-8.43525,-14.7241,15.7858
-0.81371,-0.479468,-0.328612,-2.16794,-16.5684,11.1773
-0.794764,-0.518966,-0.314682,-1.66103,-16.8799,10.3762
-0.708111,-0.630475,-0.317931,-1.59571,-17.5845,11.3189
-0.812909,-0.517625,-0.266915,-1.7803,-16.24,9.61662
-0.819534,-0.492172,-0.29348,-2.30517,-15.8567,10.4508
-0.814699,-0.525978,-0.244158,-2.42884,-15.1975,9.61442
-0.0476473,-0.998227,-0.0356715,2.27642,-19.7544,14.3573
-0.166024,-0.97136,-0.169988,2.02462,-19.5455,13.2737
0.223189,-0.970886,-0.0869875,5.48829,-19.7294,12.4807
0.255929,-0.957261,-0.134732,6.1689,-19.4113,11.8601
0.347983,-0.924475,0.155734,11.0046,-18.0208,14.6322
0.429572,-0.891977,0.140875,10.2402,-18.1469,15.4558
0.381281,-0.919087,0.0995149,9.93923,-18.4766,14.3668
0.609361,-0.792423,-0.0272781,15.1319,-15.4683,14.444
0.594024,-0.800561,0.07898,15.2059,-15.3007,15.4791
0.658281,-0.752225,0.0286862,14.4697,-16.0884,14.9261
0.586836,-0.808527,-0.0436664,13.6258,-16.7779,14.3872
0.639153,-0.756837,-0.136679,14.4326,-16.0302,13.8962
0.376994,-0.807183,0.454236,19.5537,-10.0586,9.21502
0.0337552,-0.846092,0.531967,20.514,-9.78315,9.10262
0.863166,-0.49992,-0.0708907,19.1101,-10.866,9.66322
0.825661,-0.546678,-0.139385,19.055,-10.8162,8.57522
-0.0720673,-0.814129,0.576194,21.4964,-9.8311,9.29482
0.107196,-0.885114,0.45286,22.0511,-10.1351,8.80472
0.042629,-0.765694,0.641791,22.271,-9.41845,9.87832
0.881255,-0.450676,0.142413,19.4598,-10.3443,17.2914
0.900659,-0.398199,0.173929,19.7098,-9.59052,17.9155
0.876146,-0.446106,0.182641,19.2587,-10.396,18.2789
-0.0585577,-0.978039,0.200028,19.6175,-11.0117,6.51172
0.121784,-0.990827,0.0585779,20.5295,-11.1378,6.05682
0.611908,0.3453,0.711573,24.8221,-3.08652,11.0291
0.299592,0.416745,0.858235,23.8202,-2.6441,11.3383
0.99705,0.0172443,0.0747893,21.1607,-3.65104,13.8575
0.997083,0.00744825,0.0759581,21.0826,-3.4582,14.8961
0.995454,-0.0364051,0.0880126,21.1258,-4.42417,14.1154
0.949113,0.311327,0.0475386,20.5935,-0.580088,14.459
0.969901,0.238981,0.0466842,20.9036,-1.59053,14.2659
0.815633,0.512385,0.268708,19.258,2.5777,17.9129
0.666084,0.736257,-0.119407,16.1897,5.64599,8.91502
0.641142,0.765285,-0.0572431,15.2646,6.39524,8.80972
0.625697,0.773936,-0.0976036,15.5906,6.21096,9.64472
0.407828,0.698459,0.588074,10.2306,8.37658,18.9223
0.280524,0.749405,0.599749,9.98193,7.8271,19.6472
0.342404,0.927151,-0.152153,11.0593,9.20837,8.70422
0.298844,0.9528,-0.0535107,10.8248,9.1342,7.50872
0.276487,0.949292,-0.149665,10.0399,9.42536,8.13292
0.200676,0.726074,0.657682,5.47465,10.288,19.2649
0.24124,0.646993,0.723328,6.42627,9.76233,19.4577
-0.135111,0.975299,-0.17475,-0.829922,12.3757,11.1529
0.113512,0.992357,-0.0483943,2.50496,12.2553,13.2133
0.161541,0.985798,-0.0458982,3.32198,12.1936,14.0159
0.218782,0.970608,-0.100274,3.52546,12.0934,12.9991
0.0568557,0.997077,0.0510353,0.390186,12.6227,15.375
-0.00602205,0.999977,-0.00309811,-0.311825,12.6493,14.62
-0.0742493,0.97872,0.191298,-0.278834,12.5677,15.9195
0.0758561,0.983496,-0.16426,0.288026,12.2973,10.7997
0.108029,0.966353,-0.233433,0.65425,12.0591,9.87132
-0.115666,0.952102,-0.283061,-0.517569,12.1633,10.0356
-0.0530108,0.994597,-0.0892509,-0.850696,12.4961,12.3699
-0.128591,0.98469,-0.11769,-6.33061,3.26789,6.15932
0.0451533,0.990919,-0.126654,-7.19792,3.29383,6.36132
-0.0869306,0.953035,-0.290115,-6.67559,3.48867,7.22162
-0.0141438,0.834129,-0.551387,-11.8968,4.69435,11.2342
-0.134684,0.797764,-0.587736,-11.8241,4.07359,10.3486
-0.0634743,0.755846,-0.651665,-12.7602,4.32459,10.7192
-0.0181421,0.997713,-0.0651094,-10.4505,6.96858,17.0653
-0.308358,0.161076,-0.937534,-15.3399,-2.24049,7.60842
-0.323945,0.214954,-0.921333,-16.0944,-1.70865,7.94232
-0.830202,-0.109467,-0.54661,-21.7096,-5.29954,12.369
-0.826933,-0.0551906,-0.559585,-22.1378,-4.37775,12.8535
-0.652453,-0.286019,-0.701782,-18.5275,-7.2532,9.50362
-0.647238,-0.215085,-0.731315,-18.3752,-6.34516,8.97732
-0.557546,-0.288911,-0.778249,-17.846,-7.05962,8.79682
-0.350013,-0.738531,-0.576248,-16.7065,-13.019,12.0778
-0.311217,-0.691952,-0.651419,-16.0333,-12.474,11.1063
-0.310033,-0.733854,-0.604432,-15.7263,-13.1186,11.6958
-0.294056,-0.208016,-0.932878,-14.0813,-6.23547,7.10892
-0.310564,-0.129783,-0.941651,-13.2306,-5.76213,6.75872
-0.32191,-0.292125,-0.900576,-13.4141,-6.94706,7.10052
-0.370419,-0.664607,-0.648913,-16.9637,-12.1985,11.2745
-0.471191,-0.579929,-0.664576,-17.8674,-11.625,11.2948
-0.0656501,-0.810633,-0.581863,-13.2458,-13.6922,11.5389
-0.062905,-0.812266,-0.579886,-12.4114,-13.7381,11.5732
-0.0728941,-0.841829,-0.534799,-13.0243,-14.2613,12.3579
-0.0662757,-0.855804,-0.513037,-11.9878,-14.4597,12.4509
-0.121337,-0.829996,-0.544411,-11.3614,-13.9362,11.6946
0.00857712,-0.911385,-0.411466,-10.9029,-14.5645,12.562
-0.245562,-0.472017,-0.846699,-14.0086,-10.7081,8.96522
-0.822373,-0.461724,-0.332436,-3.70824,-15.4972,13.3079
-0.822922,-0.45194,-0.34431,-3.24152,-16.4718,13.4598
-0.85554,-0.465466,-0.226702,-3.67117,-16.2023,14.239
0.00659475,-0.98723,-0.159162,-7.53856,-14.1705,8.58482
0.243878,-0.944659,-0.219416,-6.60265,-13.898,8.05652
0.187955,-0.963981,-0.188187,-6.69491,-14.1601,9.04092
-0.779344,-0.539862,-0.318075,-3.43702,-14.6044,11.4797
-0.75618,-0.561741,-0.335618,-3.90074,-14.6928,12.6365
-0.717067,-0.606102,-0.344174,-4.07265,-13.9578,11.7394
0.0513603,-0.942025,-0.331588,5.96808,-18.8182,7.17442
0.185829,-0.920482,-0.343773,7.06117,-18.7298,7.29132
0.0818309,-0.954562,-0.286556,6.31418,-19.1298,8.01202
0.0267368,-0.999307,0.0258849,4.67022,-19.8408,13.1555
-0.0470766,-0.995809,0.0784105,3.94964,-19.7248,13.9113
0.0484648,-0.996793,-0.0636723,5.99488,-19.3091,8.92982
-0.0581616,-0.990182,-0.127111,4.76058,-19.2555,8.93242
-0.0495306,-0.962825,-0.265547,5.33884,-19.1615,8.06662
0.380231,-0.911416,-0.157309,9.02707,-17.9452,6.33492
0.516724,-0.827055,-0.221306,10.0322,-17.3564,6.28192
0.449332,-0.886037,-0.114187,9.71948,-17.6367,7.09812
0.250195,-0.96041,-0.122533,8.85998,-18.7313,11.3033
0.20509,-0.973515,-0.101026,7.71779,-18.9932,11.2876
0.241452,-0.969375,-0.044859,8.25139,-18.8021,10.5482
0.801001,-0.597789,-0.0323483,18.5533,-12.0227,12.151
0.755953,-0.653695,-0.0348809,18.2038,-12.3867,11.2457
0.576633,-0.813645,-0.0740053,16.4477,-13.9671,11.2577
0.552755,-0.817373,-0.162366,15.6218,-14.5476,11.7519
0.526481,-0.84855,-0.0527195,15.5595,-14.4678,10.6564
0.548616,-0.811347,-0.201832,14.5276,-14.9163,7.44342
0.549525,-0.792571,-0.264297,15.3874,-14.2642,7.20382
0.541973,-0.833582,-0.1068,15.1953,-14.6299,8.29492
0.817233,-0.562631,-0.124803,18.6453,-11.6229,9.30332
0.767838,-0.637071,-0.0675608,18.1488,-12.3852,9.98582
0.7703,-0.617205,-0.1603,18.0001,-12.3834,8.96862
0.699341,-0.711956,-0.0635685,17.511,-13.0595,9.63222
0.542119,-0.746706,-0.385404,15.5317,-13.738,6.26352
0.594073,-0.746367,-0.300021,16.2444,-13.5961,7.08382
0.788054,-0.481707,-0.383313,24.3043,-8.31106,5.72052
0.785671,-0.366461,-0.498424,24.3239,-7.6035,5.06042
0.872751,-0.318489,-0.369961,24.8353,-7.25663,5.78322
0.85984,-0.510171,0.0200221,20.0301,-9.38412,11.0421
0.857675,-0.512158,-0.0456993,19.5885,-10.0999,10.214
0.810996,-0.585026,0.00554001,20.1193,-9.32432,9.97452
0.935979,-0.242453,0.255263,25.6647,-6.09547,9.77222
0.852811,-0.192193,0.485567,25.3712,-5.69968,10.7392
0.812849,-0.362686,0.455779,25.1085,-6.73808,10.5456
0.939011,0.335291,-0.0764038,20.4317,-0.207439,12.5283
0.954721,0.29728,-0.0114869,20.6974,-0.846443,13.4267
0.939156,0.34345,0.00535404,20.7821,-1.20422,12.3285
0.870499,0.492081,-0.00932346,19.6143,1.67829,12.6861
0.871204,0.481632,-0.0950526,19.4827,1.99112,13.6635
0.905252,0.424783,-0.00887643,19.9443,0.98547,13.569
0.922304,0.375883,-0.0898134,19.8151,1.49809,14.589
0.945346,0.320017,-0.0625319,20.0921,0.974938,15.4981
0.935043,0.354384,-0.0103011,20.185,0.421612,14.5856
0.539922,0.818256,0.197336,16.1905,5.9484,17.6063
0.510145,0.851027,0.12452,15.4109,6.53487,16.8692
0.696359,0.712453,-0.0865772,16.2033,5.88036,11.1861
0.699364,0.714243,-0.0273362,16.8763,5.22458,10.8638
0.65216,0.753535,-0.0828939,16.2179,5.7565,10.1035
0.647585,0.761784,-0.017846,15.4301,6.78145,12.6108
0.686128,0.719804,-0.105408,15.6993,6.46328,11.6258
0.663025,0.743456,-0.0875799,15.0386,7.0605,11.508
0.384718,0.92099,-0.061403,11.8058,8.80984,7.91352
0.463634,0.885406,-0.0331549,12.6938,8.42108,7.17142
0.356773,0.931906,-0.0652999,11.6968,8.84059,6.90192
0.443914,0.886596,-0.129955,12.0839,8.81289,8.96112
0.487632,0.87188,-0.0451664,12.6724,8.42347,8.31662
-0.0116857,0.998031,-0.0616207,-0.628234,12.6032,13.6447
-0.179644,0.983591,0.0166432,-1.3774,12.5574,14.3647
-0.73043,0.59765,-0.330584,-3.95927,10.3609,11.3149
-0.631618,0.72366,-0.278163,-3.46316,11.13,11.8849
-0.634879,0.705618,-0.314694,-3.16563,11.063,11.0592
0.221637,0.927005,-0.302554,5.92853,10.3643,7.03632
0.230036,0.936981,-0.262965,6.7618,10.0083,6.60142
0.204653,0.9316,-0.300397,5.89701,10.0882,6.23172
0.467328,0.883546,0.0308359,9.50191,10.2252,13.1148
0.446347,0.894775,0.012337,9.95926,9.98901,12.2485
0.411425,0.911264,-0.0181121,8.93205,10.5314,12.5888
-0.673353,0.738871,0.0257961,-3.86217,11.3832,14.4794
-0.192458,0.91425,-0.356521,-9.62603,5.22729,11.7376
-0.0638104,0.897856,-0.43564,-10.3722,5.36753,12.374
-0.0984853,0.934569,-0.34188,-9.35072,5.63741,12.6727
0.00536901,0.926222,-0.37694,-7.48308,3.79757,7.99922
-0.0481162,0.91732,-0.395233,-8.54647,3.99186,8.41032
0.00659432,0.910158,-0.414209,-7.86631,4.23128,8.95552
-0.522648,0.836397,-0.165164,-18.722,4.74651,15.835
-0.599191,0.798454,-0.0586693,-19.3724,4.41235,16.6658
-0.469102,0.788059,-0.398631,-17.2463,4.76446,13.4312
-0.782283,0.567091,-0.257761,-6.15562,6.56805,13.3663
-0.526458,0.77623,-0.346856,-6.61147,6.5809,14.3955
-0.893006,0.425494,-0.146613,-5.98706,7.35608,14.182
-0.309594,0.0923376,-0.946375,-15.5361,-3.17647,7.54712
-0.631176,0.323574,-0.704923,-19.5895,-0.214469,10.8631
-0.567343,0.42462,-0.705563,-19.228,0.625828,11.011
-0.560932,0.206429,-0.801713,-17.9578,-2.36569,8.68762
-0.573512,0.075383,-0.815722,-18.1272,-3.50386,8.59082
-0.286749,0.581425,-0.761393,-14.8821,2.57644,9.77742
-0.895336,0.44207,-0.0542904,-12.9957,0.570693,6.27822
-0.780453,0.621722,-0.0659939,-12.4771,1.3869,5.80962
-0.868674,0.494339,0.0321464,-12.9621,0.636887,5.29642
-0.283476,-0.331953,-0.899694,-14.3084,-7.2779,7.52692
-0.313861,-0.368805,-0.874914,-13.5475,-8.08605,7.61252
-0.428743,-0.858312,-0.281921,-17.0961,-14.3238,14.901
0.021463,-0.994928,-0.0982734,-7.58016,-14.6004,12.9169
-0.216708,-0.701834,-0.678577,-14.0888,-12.6604,10.4863
-0.273687,-0.70867,-0.650294,-14.9677,-12.8477,11.0177
-0.291494,-0.641197,-0.709858,-15.2715,-11.9907,10.2888
-0.844528,-0.529455,0.0803157,-3.56451,-16.5127,15.9824
-0.855401,-0.51666,-0.0367808,-3.39078,-16.9305,15.0422
-0.828846,-0.551414,0.0946362,-3.00007,-17.4614,15.9447
0.169903,-0.974539,-0.14631,-4.03669,-13.4737,9.68912
0.242172,-0.952905,-0.182552,-4.85099,-13.4195,8.83912
-0.173563,-0.969763,-0.17157,-4.01962,-13.2829,8.52592
-0.687224,-0.63215,-0.357924,-1.98286,-17.7593,12.4924
-0.520896,-0.793128,-0.315619,-1.15494,-18.2291,12.0891
-0.529126,-0.773208,-0.349536,-1.55218,-18.4668,13.1928
-0.783114,-0.543579,-0.302085,-4.3439,-14.5885,13.631
-0.687409,-0.655536,-0.312636,-4.64823,-13.9816,12.7888
-0.166806,-0.962219,-0.2152,3.34447,-19.3085,10.6569
0.439902,-0.875031,-0.202009,10.3695,-17.4873,8.04602
0.476979,-0.857913,-0.190987,10.678,-17.1066,7.13482
0.486876,-0.85185,-0.193142,11.1898,-17.0801,8.21652
0.804188,-0.593736,-0.0275545,18.5266,-12.1039,13.2318
0.768317,-0.638013,-0.0512573,17.9635,-12.8383,13.6006
0.547528,-0.833935,-0.0690274,15.9556,-14.1767,8.93512
0.522515,-0.852381,-0.0206046,15.2001,-14.6743,9.41042
0.488032,-0.861095,-0.142622,22.095,-10.5437,6.09722
0.473447,-0.880046,-0.0369786,22.5379,-10.3763,6.95192
0.306891,-0.949888,0.0594177,21.4409,-10.8702,6.69592
0.779804,-0.579915,-0.235804,18.3832,-11.6438,8.37602
0.725847,-0.31123,-0.613418,23.8748,-7.3294,4.30532
0.827904,-0.206,-0.521669,24.61,-6.54961,4.94832
0.963512,-0.265912,0.0305764,25.7171,-6.36664,8.79232
0.92441,-0.38081,0.021212,25.3824,-7.35597,8.62152
0.948187,-0.286059,-0.138248,25.5478,-6.67842,7.77712
0.15303,0.478061,0.864893,22.7833,-2.25168,11.3729
0.156408,0.297844,0.941714,23.0346,-3.2875,11.7589
0.193858,0.938334,0.286266,21.3334,1.15835,6.86792
0.0804364,0.891343,0.446137,21.5158,0.640783,8.02482
0.263136,0.920682,0.288278,22.1744,0.799764,7.40582
0.9425,0.247944,0.224092,20.3397,-0.436168,18.5598
0.979171,0.184316,0.0851626,20.6288,-0.912637,17.5819
0.217862,0.768645,0.601432,23.0591,-0.850366,10.0687
0.992905,-0.0161014,0.117816,20.8114,-4.08054,17.4611
0.99412,-0.0252611,0.105297,20.9113,-4.02827,16.6211
0.663098,0.734238,-0.145591,15.3389,6.56707,10.56
0.442668,0.89456,0.061708,9.55505,10.1454,14.1647
0.474414,0.879905,0.0264206,10.2237,9.80867,13.4979
-0.937968,0.288668,-0.19206,-5.77981,7.52857,12.9981
0.16804,0.967655,-0.188168,3.87765,11.2345,8.56552
0.19492,0.963723,-0.182331,4.9912,11.0419,8.62172
0.183927,0.941154,-0.283549,4.425,10.883,7.65122
0.188309,0.962563,-0.194967,2.15156,12.1562,11.4335
0.191925,0.971406,-0.139769,2.78877,12.1628,12.1996
-0.225984,0.971222,-0.0752313,-1.58994,12.4765,13.2269
-0.690409,0.674355,-0.261882,-4.10333,10.7811,12.4451
-0.822563,0.48399,-0.298571,-4.65513,9.92515,12.1905
-0.914208,0.254596,-0.315285,-4.64781,7.46727,9.27462
-0.892605,0.335368,-0.301304,-5.06408,6.31457,9.43262
-0.911694,0.266967,-0.312317,-5.05558,7.04151,10.1234
-0.327743,0.870068,-0.368194,-6.72759,5.464,11.6557
-0.00307107,0.933649,-0.358175,-7.67168,5.26408,11.4076
-0.091206,0.942376,-0.321883,-7.42468,5.63362,12.4421
0.000619535,0.914684,-0.404168,-7.32865,4.62141,9.85242
0.0131545,0.921208,-0.388848,-8.04272,4.9562,10.5502
-0.122354,0.904808,-0.407862,-7.01972,4.99735,10.7261
0.0490851,0.88718,-0.458804,-11.1305,5.71095,12.9892
-0.516628,0.703352,-0.488253,-17.5989,4.22375,12.9532
-0.341676,0.578116,-0.740972,-15.3555,3.06336,10.3481
-0.287458,0.622948,-0.727533,-14.801,3.92856,10.7926
-0.243848,0.601474,-0.760768,-14.3393,3.41718,10.2201
-0.264081,0.515242,-0.815345,-14.3788,1.25767,8.68002
-0.526107,0.504153,-0.684866,-13.4779,0.980389,8.19132
-0.332657,0.0584403,-0.941236,-14.7435,-3.7284,7.23872
-0.318353,0.000775689,-0.947972,-14.9373,-4.7945,7.24842
-0.321307,0.0313919,-0.946455,-15.6963,-4.30711,7.51372
-0.266641,-0.369099,-0.890319,-14.61,-8.21525,7.99352
-0.27747,-0.333894,-0.900847,-15.3034,-7.32706,7.84572
0.0452756,-0.97272,-0.227522,-9.83404,-14.5376,12.818
-0.131426,-0.916413,-0.378039,-10.2292,-14.228,11.8382
-0.102075,-0.973767,-0.203367,-9.25246,-14.4031,11.9903
0.232232,-0.963893,-0.130299,-6.32545,-14.2424,9.97782
0.34694,-0.917081,-0.196457,-5.84348,-13.8699,8.96252
0.327973,-0.932496,-0.151276,-5.20911,-13.7348,9.78732
-0.638013,-0.742304,-0.204754,-3.31903,-13.7025,8.69412
-0.795078,-0.57479,-0.193562,-2.60896,-14.6163,8.83932
-0.736572,-0.642412,-0.211586,-3.15286,-14.1845,9.73552
-0.820815,-0.533468,-0.204142,-2.02483,-15.5094,8.87542
-0.828819,-0.542828,-0.135633,-1.64041,-15.7956,7.92942
-0.805916,-0.555633,-0.204379,-1.36203,-16.4586,8.70122
-0.244952,-0.94453,-0.21877,1.53515,-18.914,11.1724
-0.267172,-0.936762,-0.226042,0.404115,-18.7167,11.0895
-0.0720459,-0.726382,-0.683505,4.1616,-17.3545,3.95002
-0.0277438,-0.737241,-0.67506,4.89139,-16.8573,3.42392
-0.0261751,-0.73651,-0.675921,5.30061,-17.4347,3.97022
0.425279,-0.885957,-0.184981,10.1209,-18.0974,9.86652
0.437316,-0.890059,-0.128645,9.13782,-18.4323,9.28692
0.451622,-0.861155,-0.233346,9.80589,-17.945,8.83192
0.608816,-0.777666,-0.156775,16.4495,-14.1171,12.3875
0.774347,-0.582161,-0.247942,24.2468,-8.87498,6.56692
0.638573,-0.744786,-0.193695,23.5611,-9.6425,6.64312
0.695581,-0.61595,-0.369828,23.7089,-9.11655,5.73302
0.632954,0.712352,0.303189,24.3614,-1.01174,9.32102
0.421353,0.802944,0.421596,23.6591,-0.525085,9.26352
0.742368,0.576075,0.342092,24.8709,-1.78021,9.83842
0.839647,0.399141,0.368347,25.2408,-2.66261,10.1135
0.215045,0.84111,0.496276,22.8219,-0.19143,9.19012
0.0530353,0.847107,0.528769,21.804,0.0815596,8.99522
0.0641257,0.792477,0.606521,22.0951,-0.579799,9.92822
0.880303,0.460012,-0.115994,19.6513,0.845605,9.67032
0.823521,0.55014,-0.138414,19.1917,1.33021,8.69772
0.881927,0.426428,-0.200907,19.1233,1.91808,9.58062
0.823841,0.566551,-0.0175023,19.844,0.465689,8.61962
0.71097,0.703213,0.00366766,19.4968,0.98626,7.71322
0.446353,0.892856,0.0598028,10.7976,9.52939,12.7928
0.463827,0.885511,0.0271244,11.0022,9.37865,14.0155
0.40473,0.904187,-0.136524,11.5543,9.20418,9.78162
0.490199,0.862645,-0.124698,12.5298,8.72356,9.87792
0.230267,0.951484,-0.204097,6.47374,10.9032,10.8336
0.247983,0.929307,-0.273664,7.49948,10.7473,11.1065
0.300369,0.945223,-0.127798,7.07841,10.5919,10.209
0.287878,0.922098,-0.258576,6.55784,10.4073,7.73882
-0.780694,0.515165,-0.353725,-5.57241,5.40979,9.75612
-0.552852,0.724994,-0.410779,-5.86934,4.56133,9.09492
-0.33777,0.8399,-0.424829,-6.40162,4.71994,9.94542
-0.253444,0.598032,-0.760345,-13.8235,2.7554,9.57842
-0.307948,0.256419,-0.916197,-15.2572,-1.31988,7.77272
-0.334496,0.2875,-0.897472,-16.167,-0.975276,8.17932
-0.434084,-0.738652,-0.515718,-11.483,-12.2903,9.32702
-0.330058,-0.802948,-0.496322,-11.1204,-12.9836,10.1595
0.0624634,-0.983854,-0.167719,-5.36422,-14.2812,13.663
-0.481151,-0.865904,-0.136766,-3.44824,-13.2733,7.53172
-0.784896,-0.617878,-0.0465313,-2.77927,-13.9358,6.80372
-0.776932,-0.613873,-0.139772,-2.8339,-14.0322,7.91362
-0.134531,-0.947442,-0.290267,3.18897,-18.9016,7.86752
-0.284741,-0.905898,-0.313481,2.02257,-18.5848,7.69362
-0.211966,-0.913089,-0.348337,2.80407,-18.4681,6.93662
0.59758,0.668179,-0.44321,22.543,0.261183,4.60312
0.702261,0.60532,-0.374724,23.3326,-0.188745,5.15412
0.660373,0.486628,-0.571927,22.9499,-0.631511,4.13402
0.870068,0.492138,-0.0279622,20.1853,-0.108991,9.54572
0.826945,0.561431,-0.0309559,18.7627,3.00164,10.973
0.779365,0.625238,0.0408351,18.1208,3.84536,11.2733
0.790298,0.611922,0.0313242,18.5896,3.15852,12.0328
0.686281,0.72283,-0.0808374,14.8535,6.71923,7.91022
0.670298,0.741459,-0.0306581,14.0818,7.44713,7.70632
0.66643,0.74517,-0.0243508,14.4102,7.10468,8.73322
0.720781,0.636895,-0.273569,15.6468,5.5827,6.91602
0.751646,0.621342,-0.221275,15.2215,5.59494,5.82332
0.735862,0.630423,-0.247132,14.831,6.28347,6.36142
0.198264,0.972906,-0.118933,2.98291,11.489,9.40302
0.210562,0.960439,-0.182264,1.78721,11.7972,9.69602
0.199315,0.930739,-0.306591,3.77602,10.3977,5.58882
0.176739,0.951099,-0.253327,4.50755,10.0675,5.08152
0.0946088,0.92388,-0.370804,3.52544,10.0485,4.59852
-0.893967,0.376113,-0.243642,-3.82073,8.15441,7.34862
-0.92229,0.34296,-0.178214,-4.22679,7.13048,7.42662
-0.915804,0.278763,-0.289127,-4.23016,7.84645,8.33742
-0.115604,0.904273,-0.411007,-8.97778,4.42025,9.38142
-0.202476,0.902495,-0.380141,-9.54161,4.09884,8.92902
-0.284931,0.87976,-0.380574,-10.0684,4.33302,9.86782
-0.00534189,0.913938,-0.405818,-8.22822,4.64585,9.81612
-0.153675,0.905694,-0.395097,-9.15167,4.79303,10.2804
-0.948735,-0.138638,-0.284044,-13.6159,-2.28475,6.75602
-0.963082,-0.26921,-0.000202966,-13.2633,-2.42461,5.73022
-0.889713,-0.414468,-0.19138,-13.0385,-3.33392,6.38952
-0.264239,-0.917175,-0.298276,-9.6745,-14.092,11.0906
0.724652,-0.564989,-0.394546,17.0348,-12.154,5.97422
0.654144,-0.699251,-0.288347,17.7165,-11.4189,6.35132
0.76898,-0.545851,-0.332741,17.4686,-12.2213,6.93132
0.75839,-0.647486,0.0748729,24.5429,-8.92413,8.43382
0.558392,-0.815731,0.150932,23.7125,-9.62191,8.36292
0.707224,-0.700529,-0.095353,24.1263,-9.31953,7.49502
0.577198,-0.0797201,-0.812703,22.321,-5.55428,2.49062
0.606503,0.0189711,-0.794855,22.6839,-4.52367,2.72202
0.648902,-0.0823868,-0.756398,23.1867,-5.63691,3.16082
0.564621,0.565231,-0.601429,22.0668,-0.0750516,3.72042
0.460619,0.622164,-0.633042,21.1137,0.347177,3.33322
0.491662,0.728068,-0.477688,21.5418,0.708241,4.12262
